#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
6294,лор врач краснодар,100%,нет,64%,0,
6295,красноярск косметология,100%,нет,70%,1,
6296,узи курск,100%,нет,68%,1,
6297,улыбка стоматология курск,60%,нет,49%,0,
6298,детская морозовская больница отзывы,20%,да,23%,-1,
6299,мира клиника на зелинского,80%,да,58%,0,
6300,медлайн сервис молодежная,60%,да,50%,0,
6301,квд 7,80%,да,0%,-1,
6302,клиника практической медицины на динамо,80%,да,49%,0,
6303,лор про докторов,90%,да,70%,1,
6304,паразитолог в москве,60%,нет,68%,1,
6305,эко клиники в москве,10%,нет,38%,0,
6306,николаев николай николаевич,0%,нет,5%,-1,
6307,елисей осин психиатр,0%,нет,0%,-1,
6308,мытищи узи,90%,нет,61%,0,
6309,аллерголог новокузнецк,80%,нет,66%,1,
6310,проктолог новороссийск,100%,нет,97%,1,
6311,психотерапевт обнинск,70%,нет,44%,0,
6312,узи специалист орел,0%,нет,16%,-1,
6313,гинеколог детский пенза,90%,нет,87%,1,
6314,нефролог пенза,100%,нет,78%,1,
6315,детский офтальмолог пермь,100%,нет,78%,1,
6316,женская линия пятигорск,90%,нет,60%,0,
6317,жд поликлиника россошь,100%,нет,71%,1,
6318,лицевой хирург ростов на дону челюстно,90%,нет,65%,0,
6319,венеролог ростов на дону,100%,нет,65%,0,
6320,провиантская 22 клиника кожных болезней,0%,нет,12%,-1,
6321,поликлиника 109 спб,70%,нет,42%,0,
6322,сурдолог в спб,100%,нет,58%,0,
6323,рухляда николай николаевич,0%,нет,0%,-1,
6324,дерматолог детский ставрополь,90%,нет,77%,1,
6325,ортопед сыктывкар,100%,нет,73%,1,
6326,невролог сызрань,100%,нет,64%,0,
6327,невролог тамбов никитин,80%,нет,30%,-1,
6328,васина гинеколог тула,70%,нет,0%,-1,
6329,офтальмолог тверь детский,80%,нет,65%,0,
6330,узи ухта,80%,нет,69%,1,
6331,гастроэнтеролог волгоград взрослый,100%,нет,65%,0,
6332,дерматолог волжский,100%,нет,73%,1,
6333,отоларинголог воронеж,100%,нет,68%,1,
6334,дантист зеленоград,0%,нет,3%,-1,
6335,эндокринолог альметьевск,90%,нет,66%,1,
6336,ангарск кожно венерологический диспансер,90%,нет,76%,1,
6337,астрахань окулист,90%,нет,68%,1,
6338,больница буденновск,0%,нет,14%,-1,
6339,эндокринолог челябинск детский,90%,нет,77%,1,
6340,косметология челябинск,80%,нет,60%,0,
6341,онкологический диспансер черкесск,60%,нет,42%,0,
6342,чита кардиолог,100%,нет,73%,1,
6343,чита уролог,100%,нет,66%,1,
6344,дмитров дерматолог,90%,нет,90%,1,
6345,вита стоматология дзержинск,100%,нет,78%,1,
6346,екатеринбург мрт цены,90%,нет,99%,1,
6347,лор детский иркутск,100%,нет,73%,1,
6348,стоматолог детский иваново,100%,нет,62%,0,
6349,челюстно лицевой хирург краснодар,80%,нет,85%,1,
6350,пластический хирург махачкала,90%,нет,76%,1,
6351,круглосуточно стоматология москва,90%,нет,42%,0,
6352,нии гастроэнтерологии в москве,70%,нет,0%,-1,
6353,поликлиника 188 на дубнинской,100%,да,57%,0,
6354,гп 62 отзывы,0%,нет,1%,-1,
6355,юнидент чистые пруды,60%,да,50%,0,
6356,госпиталь фсб на пехотной,60%,да,0%,-1,
6357,отзывы айдженомикс,0%,нет,1%,-1,
6358,доктор зуб,30%,да,46%,0,
6359,репродуктолог москва,90%,нет,63%,0,
6360,врач ревматолог москва,100%,нет,76%,1,
6361,баширов рамиль азерович эндоскопист,0%,нет,1%,-1,
6362,гальперин марк яковлевич,0%,нет,8%,-1,
6363,людмила геннадьевна,0%,нет,0%,-1,
6364,мурманск губернский лекарь телефон,80%,нет,54%,0,
6365,лор мытищи детский,90%,нет,88%,1,
6366,ортодонт набережные челны,0%,нет,36%,0,
6367,трихолог набережные челны,0%,нет,37%,0,
6368,феникс новоуральск медицинский центр,70%,нет,57%,0,
6369,косметолог орел,0%,нет,37%,0,
6370,инфекционист пенза,100%,нет,63%,0,
6371,ортодонт рязань,100%,нет,73%,1,
6372,стоматология детская в самаре на фрунзе,100%,нет,42%,0,
6373,уролог сергиев посад,100%,нет,95%,1,
6374,серпухов стоматология крупская,70%,нет,35%,0,
6375,севастополь узи сердца,0%,нет,67%,1,
6376,женская консультация кировский район,0%,нет,19%,-1,
6377,эндокринолог старый оскол,100%,нет,65%,0,
6378,медлаб тамбов чичерина,70%,нет,42%,0,
6379,педиатр тольятти,100%,нет,57%,0,
6380,мануальный терапевт томск,100%,нет,71%,1,
6381,косметология владивосток,70%,нет,50%,0,
6382,волгоград детский пульмонолог,90%,нет,76%,1,
6383,рентген волгоград,100%,нет,73%,1,
6384,узи брюшной полости волгоград цены,100%,нет,99%,1,
6385,волгоград кубанская улица 15а югмед,80%,нет,61%,0,
6386,иммунолог воронеж,100%,нет,75%,1,
6387,семашко поликлиника ярославль,60%,нет,35%,0,
6388,эндокринолог зеленоград,0%,нет,66%,1,
6389,невролог детский арзамас,80%,нет,58%,0,
6390,психиатр барнаул детский,90%,нет,66%,1,
6391,мануальный терапевт барнаул,100%,нет,57%,0,
6392,кардиолог чебоксары,100%,нет,73%,1,
6393,виноградова череповец дерматолог,90%,нет,59%,0,
6394,дубна невролог,80%,да,73%,1,
6395,офтальмолог дзержинск,100%,нет,64%,0,
6396,ейск невролог,100%,нет,89%,1,
6397,больница 41 екатеринбург платные услуги,70%,нет,92%,1,
6398,невролог электросталь,90%,нет,92%,1,
6399,областная больница врачи,0%,нет,19%,-1,
6400,иркутск брекеты,100%,нет,85%,1,
6401,ивановская црб,60%,да,42%,0,
6402,престиж дент казань,100%,нет,51%,0,
6403,доктор ост краснодар отзывы,70%,нет,28%,-1,
6404,роддом 1 краснодар,100%,нет,0%,-1,
6405,детский аллерголог красноярск,100%,нет,78%,1,
6406,психотерапевт магнитогорск,80%,нет,61%,0,
6407,платные услуги жд больница,40%,да,96%,1,
6408,40 гп,0%,нет,53%,0,
6409,медси на ленинском,60%,да,52%,0,
6410,онколог гинеколог в москве,50%,нет,51%,0,
6411,где можно сделать аборт,100%,да,86%,1,
6412,rf игольчатый,30%,да,75%,1,
6413,стоматология бибирево,0%,нет,49%,0,
6414,дмитрий дзукаев,0%,нет,0%,-1,
6415,еникеев михаил эликович уролог отзывы пациентов,50%,да,0%,-1,
6416,попов алексей александрович,60%,да,30%,-1,
6417,тулина инна андреевна,0%,нет,0%,-1,
6418,фгдс набережные челны,0%,нет,57%,0,
6419,нерехта детская поликлиника,90%,нет,0%,-1,
6420,сосудистый хирург новокузнецк,100%,нет,57%,0,
6421,детский фтизиатр новосибирск,90%,нет,66%,1,
6422,твое здоровье пенза тернопольская,90%,нет,56%,0,
6423,узи почек пермь,80%,нет,82%,1,
6424,прокопьевск невролог,100%,нет,64%,0,
6425,мц семья ростов на дону дачная,100%,нет,69%,1,
6426,остеопат рязань,90%,нет,64%,0,
6427,детская поликлиника серпухов ворошилова,100%,нет,0%,-1,
6428,семашко серпухов официальный сайт,70%,нет,42%,0,
6429,кт симферополь,0%,нет,55%,0,
6430,пульмонолог детский в спб,90%,нет,57%,0,
6431,травматолог санкт петербург,90%,нет,50%,0,
6432,клиника облик ставрополь,60%,нет,32%,-1,
6433,центр флебологии на семашко ставрополь,80%,нет,56%,0,
6434,невролог уткина ставрополь,70%,нет,36%,0,
6435,уткина невролог ставрополь,50%,нет,29%,-1,
6436,психиатр сургут,100%,нет,73%,1,
6437,стоматология смидович,0%,нет,39%,0,
6438,тверь узи брюшной полости,100%,нет,94%,1,
6439,клиника тверь,100%,нет,73%,1,
6440,гинеколог эндокринолог уфа,100%,нет,73%,1,
6441,узи брюшной полости во владимире цены,70%,нет,99%,1,
6442,пчелинцев константин эдуардович волгоград,60%,нет,42%,0,
6443,дерматолог вологда взрослый,90%,нет,82%,1,
6444,травматолог ярославль,100%,нет,88%,1,
6445,ортопед йошкар ола,100%,нет,73%,1,
6446,трихолог астрахань,90%,нет,51%,0,
6447,травматолог ортопед брянск,90%,нет,97%,1,
6448,чехов невролог,90%,нет,92%,1,
6449,маммолог хабаровск,100%,нет,73%,1,
6450,здоровая семья каменск шахтинский официальный сайт,100%,нет,50%,0,
6451,кострома косметолог,100%,нет,63%,0,
6452,стоматология краснодар цены,80%,нет,99%,1,
6453,здоровье клиника курганинск,90%,нет,36%,0,
6454,стоматология радищева 109 курск,70%,нет,68%,1,
6455,4 поликлиника кузнецк,80%,нет,0%,-1,
6456,дерматолог люберцы,100%,нет,78%,1,
6457,мрт в люберцах адреса и цены,100%,нет,98%,1,
6458,дерматолог миасс,80%,нет,65%,0,
6459,детский аллерголог пульмонолог,70%,да,43%,0,
6460,сухарева центр,40%,да,21%,-1,
6461,козлов сергей александрович,40%,да,28%,-1,
6462,лягин артем сергеевич,0%,нет,0%,-1,
6463,морозова елена александровна,20%,да,0%,-1,
6464,мытищи медцентр,100%,нет,73%,1,
6465,горбольница новосибирск платные услуги цены телефон,70%,нет,89%,1,
6466,эндокринолог обнинск,100%,нет,96%,1,
6467,эскулап пенза московская улица,100%,нет,59%,0,
6468,неплохов узи подольск,60%,нет,23%,-1,
6469,узи псков,60%,нет,61%,0,
6470,комильфо пятигорск клиника,50%,нет,51%,0,
6471,стоматология рассказово,80%,нет,49%,0,
6472,детская поликлиника рассказово,90%,нет,0%,-1,
6473,гбу ро окб 2,0%,нет,8%,-1,
6474,педиатр ростов на дону детский,100%,нет,65%,0,
6475,травматолог ортопед рязань,100%,нет,64%,0,
6476,детский психиатр саратов,100%,нет,73%,1,
6477,детский стоматолог саратов,100%,нет,73%,1,
6478,косметология саратов,100%,нет,66%,1,
6479,дерматолог серпухов,100%,нет,75%,1,
6480,кт севастополь,0%,нет,41%,0,
6481,симферополь 6 городская больница,0%,нет,21%,-1,
6482,славгород црб,50%,нет,33%,-1,
6483,физдиспансер смоленск цены на услуги,60%,нет,80%,1,
6484,больница сочи,100%,нет,73%,1,
6485,женская консультация красногвардейского района 9,0%,нет,6%,-1,
6486,санкнижка спб,100%,нет,79%,1,
6487,остеопат ставрополь,100%,нет,58%,0,
6488,ставрополь больница,80%,нет,48%,0,
6489,сургут маммолог,80%,нет,67%,1,
6490,томск хирург,90%,нет,66%,1,
6491,тула гастроэнтеролог взрослый,100%,нет,93%,1,
6492,мануальный терапевт тула,100%,нет,73%,1,
6493,рдкб уфа кувыкина,80%,нет,35%,0,
6494,альянс клиник ульяновск сурова,70%,нет,44%,0,
6495,кожвен владимир,70%,нет,51%,0,
6496,волгодонск гастроэнтеролог,100%,нет,75%,1,
6497,остеопат волгоград,90%,нет,52%,0,
6498,мрт в зеленограде адреса и цены,0%,нет,74%,1,
6499,зеленоград медицинский центр,0%,нет,33%,-1,
6500,глазная клиника нур анапа,90%,нет,50%,0,
6501,невролог архангельск детский,80%,нет,50%,0,
6502,архангельск проктолог,100%,нет,64%,0,
6503,гастроэнтеролог балаково,80%,нет,96%,1,
6504,пульмонолог барнаул,90%,нет,58%,0,
6505,чайковский женская консультация,0%,нет,7%,-1,
6506,детский медицинский центр чебоксары,90%,нет,48%,0,
6507,эстетика стоматология челябинск,70%,нет,54%,0,
6508,стоматология угмк екатеринбург,70%,нет,57%,0,
6509,лор екатеринбург платно,100%,нет,65%,0,
6510,стоматология в феодосии,0%,нет,36%,0,
6511,геленджик гинеколог,90%,нет,66%,1,
6512,роддом геленджик,90%,нет,42%,0,
6513,невролог иркутск взрослый платно,100%,нет,63%,0,
6514,медел казань фучика,60%,нет,59%,0,
6515,црб кирово чепецк стоматология,80%,нет,71%,1,
6516,коломна гинеколог,100%,нет,77%,1,
6517,бсмп хирурги,20%,да,21%,-1,
6518,детская поликлиника на льва толстого,30%,да,23%,-1,
6519,невролог люберцы,100%,нет,80%,1,
6520,невролог махачкала,100%,нет,58%,0,
6521,врач детский эндокринолог,80%,да,85%,1,
6522,врачи гинекологи,100%,да,58%,0,
6523,гкб no 6,80%,да,36%,0,
6524,33 городская больница,88%,да,42%,0,
6525,5 роддом москва,70%,нет,35%,0,
6526,мрт жд больница,40%,да,72%,1,
6527,поликлиника московская 2,60%,нет,0%,-1,
6528,моздок поликлиника,100%,нет,64%,0,
6529,мануальный терапевт мурманск,100%,нет,79%,1,
6530,врачи авиценна,20%,да,26%,-1,
6531,детский ортопед набережные челны,0%,нет,17%,-1,
6532,бсмп набережные челны платные услуги цены телефон,0%,нет,63%,0,
6533,а плюс набережные челны,0%,нет,8%,-1,
6534,детский невролог нижний тагил,100%,нет,77%,1,
6535,дерматолог новокузнецк взрослый,100%,нет,57%,0,
6536,дерматолог новокузнецк детский,100%,нет,72%,1,
6537,мрт цены новосибирск,100%,нет,85%,1,
6538,дерматолог детский оренбург,90%,нет,65%,0,
6539,оренбург хорошая клиника,90%,нет,52%,0,
6540,кайклиник павлово медицинский центр,80%,нет,73%,1,
6541,пенза стоматолог хирург,100%,нет,63%,0,
6542,эндокринолог подольск,100%,нет,66%,1,
6543,стоматология детская раменское,70%,нет,50%,0,
6544,рыбинск поликлиника на свободе,90%,нет,56%,0,
6545,детский гастроэнтеролог санкт петербург,90%,нет,72%,1,
6546,мед книжка спб недорого,90%,нет,97%,1,
6547,ставрополь педиатр,100%,нет,66%,1,
6548,стоматология интеррос ступино,90%,нет,68%,1,
6549,сургут гематолог,80%,нет,51%,0,
6550,детский стоматолог таганрог,80%,нет,62%,0,
6551,тамбов детский дерматолог,90%,нет,57%,0,
6552,пульмонолог тула детский,100%,нет,87%,1,
6553,акцент тюмень медицинский центр,90%,нет,43%,0,
6554,травмпункт глазной уфа,100%,нет,0%,-1,
6555,детский офтальмолог ульяновск,70%,нет,71%,1,
6556,продокторов ру владимир,70%,нет,42%,0,
6557,нейрохирург во владимире,80%,нет,61%,0,
6558,волгоград больница 12 краснооктябрьский район,90%,нет,51%,0,
6559,косметолог вологда,100%,нет,57%,0,
6560,воронеж женская консультация ленинского района,80%,нет,0%,-1,
6561,клиника здоровье воронеж,90%,нет,66%,1,
6562,ведение беременности воронеж,70%,нет,85%,1,
6563,сурдолог ярославль,80%,нет,67%,1,
6564,лор зеленоград,10%,да,55%,0,
6565,аксайская поликлиника,70%,да,0%,-1,
6566,эндокринолог анапа,100%,нет,66%,1,
6567,здоровое поколение бийск отзывы,80%,нет,0%,-1,
6568,ортодонт брянск,100%,нет,50%,0,
6569,гематолог чебоксары,90%,нет,50%,0,
6570,офтальмолог чебоксары,100%,нет,73%,1,
6571,невролог димитровград,90%,нет,65%,0,
6572,уролог домодедово,100%,нет,95%,1,
6573,центр пластической хирургии в екатеринбурге,90%,нет,49%,0,
6574,вертебролог екатеринбург,100%,нет,82%,1,
6575,кардиолог хабаровск,100%,нет,65%,0,
6576,иркутская государственная областная детская клиническая больница,80%,да,28%,-1,
6577,калининград ревматолог,100%,нет,77%,1,
6578,детский психолог кемерово,100%,нет,64%,0,
6579,мрт в кемерово адреса и цены,40%,нет,55%,0,
6580,офтальмолог киров детский,80%,нет,63%,0,
6581,киндер клиник краснодар трамвайная,90%,нет,42%,0,
6582,детский нейропсихолог краснодар,50%,нет,73%,1,
6583,красная звезда красногорск,60%,нет,46%,0,
6584,продокторов ру красноярск,80%,нет,49%,0,
6585,гематолог красноярск,90%,нет,50%,0,
6586,увеличение губ красноярск,90%,нет,59%,0,
6587,курган здоровье телефон,80%,нет,49%,0,
6588,детский хирург липецк,70%,нет,89%,1,
6589,горбольница 1 магнитогорск,80%,нет,56%,0,
6590,1 роддом москва,90%,нет,43%,0,
6591,клиника эверон,70%,да,42%,0,
6592,женская консультация сосновая 11,80%,да,49%,0,
6593,стоматология улыбайся,50%,да,55%,0,
6594,поликлиника южный детская,80%,да,0%,-1,
6595,врач онколог в москве,50%,нет,58%,0,
6596,врач зубной ортопед,60%,да,35%,0,
6597,кузнецова ольга александровна,0%,нет,0%,-1,
6598,иванова ольга александровна,0%,нет,1%,-1,
6599,мурманск мдц платные услуги,90%,нет,89%,1,
6600,трихолог мурманск,80%,нет,50%,0,
6601,невинномысск узи,90%,нет,74%,1,
6602,гастроэнтеролог нижнекамск,100%,нет,76%,1,
6603,новочеркасск гастроэнтеролог,100%,нет,80%,1,
6604,детская црб поликлиника,10%,да,0%,-1,
6605,дерматолог детский омск,70%,нет,43%,0,
6606,лор омск детский,80%,нет,50%,0,
6607,флюорография оренбург платно,100%,нет,83%,1,
6608,ортопед детский ростов на дону,100%,нет,57%,0,
6609,косметология ростов на дону,80%,нет,50%,0,
6610,детский офтальмолог рязань,80%,нет,71%,1,
6611,сочи горбольница 4,63%,нет,15%,-1,
6612,мрт стерлитамак адреса,90%,нет,69%,1,
6613,томск опц,40%,нет,25%,-1,
6614,тула стоматология на токарева,80%,нет,67%,1,
6615,инфекционист тюмень,100%,нет,73%,1,
6616,акушер уфа,100%,нет,58%,0,
6617,ортопед детский ульяновск,100%,нет,65%,0,
6618,1 клиника волггму,0%,нет,12%,-1,
6619,узи специалист волгоград,100%,нет,73%,1,
6620,волжский офтальмолог,100%,нет,77%,1,
6621,ортодонт воронеж детский,100%,нет,65%,0,
6622,сурдолог воронеж,90%,нет,59%,0,
6623,платные клиники воронеж,100%,нет,62%,0,
6624,вышний волочек црб,0%,нет,9%,-1,
6625,мрт йошкар ола цена,80%,нет,96%,1,
6626,мрт в абакане,100%,нет,82%,1,
6627,невролог альметьевск,90%,нет,57%,0,
6628,арзамас уролог,80%,нет,75%,1,
6629,балаково стоматология 2,80%,нет,0%,-1,
6630,онкодиспансер балашиха,90%,нет,49%,0,
6631,поликлиника 1 балашов,100%,нет,79%,1,
6632,стоматология брянск советский,100%,нет,64%,0,
6633,ортопед чебоксары детский,70%,нет,43%,0,
6634,чебоксары частные клиники,100%,нет,66%,1,
6635,гинекология чебоксары,90%,нет,66%,1,
6636,череповец мануальный терапевт,100%,нет,66%,1,
6637,лор электросталь,100%,нет,91%,1,
6638,клиника 3z ессентуки,50%,нет,16%,-1,
6639,релакс макс в горно алтайске услуги и цены,50%,да,60%,0,
6640,пульмонолог хабаровск,100%,нет,65%,0,
6641,стоматология калач на дону,30%,нет,24%,-1,
6642,киров ортодонт,90%,нет,50%,0,
6643,маммолог кострома,90%,нет,67%,1,
6644,железнодорожная больница краснодар,70%,нет,61%,0,
6645,курск медассист на димитрова,80%,нет,42%,0,
6646,центр м лобня,80%,нет,59%,0,
6647,акрополь медцентр махачкала,70%,нет,60%,0,
6648,фониатр москва,90%,нет,68%,1,
6649,83 больница на красногвардейской цены на услуги платные,40%,да,87%,1,
6650,онкодиспансер платные услуги,40%,да,89%,1,
6651,поликлиника 65,70%,да,49%,0,
6652,поликлиника детская 66,67%,да,0%,-1,
6653,70 роддом,60%,да,0%,-1,
6654,онколог гематолог,30%,да,21%,-1,
6655,бородин виталий витальевич,0%,нет,1%,-1,
6656,паенди фархад амануллаевич,0%,нет,0%,-1,
6657,муром кожно венерологический диспансер,70%,нет,63%,0,
6658,нижний тагил маммолог,100%,нет,63%,0,
6659,7 роддом отзывы нижний новгород,90%,нет,0%,-1,
6660,отбеливание зубов нижний новгород,100%,нет,74%,1,
6661,детский аллерголог новокузнецк,90%,нет,77%,1,
6662,пульмонолог новосибирск детский,80%,нет,93%,1,
6663,обнинск онкологический центр отзывы,70%,нет,0%,-1,
6664,ортопед омск детский,90%,нет,59%,0,
6665,мануальный терапевт омск,100%,нет,57%,0,
6666,онколог омск,100%,нет,73%,1,
6667,травматолог оренбург,90%,нет,58%,0,
6668,узи керенская пенза,40%,нет,36%,0,
6669,косметология пермь,100%,нет,65%,0,
6670,ростов детская стоматология,90%,нет,78%,1,
6671,рентген в ростове на дону,20%,нет,62%,0,
6672,маммография в рязани,100%,нет,71%,1,
6673,врачи бсмп,0%,нет,11%,-1,
6674,рощина невролог рязань,70%,нет,51%,0,
6675,мать и дитя самара энтузиастов,60%,нет,35%,0,
6676,доктор ост самара отзывы цены,90%,нет,62%,0,
6677,ортодонт саратов,90%,нет,57%,0,
6678,северская црб,0%,нет,11%,-1,
6679,врач дерматолог спб,100%,нет,67%,1,
6680,динамо 3,20%,да,14%,-1,
6681,запись к урологу спб,100%,нет,61%,0,
6682,детский психиатр ставрополь,100%,нет,65%,0,
6683,сургут лор,90%,нет,66%,1,
6684,таганрог кардиолог,100%,нет,89%,1,
6685,акушер тамбов,90%,нет,70%,1,
6686,медицинский центр тула,90%,нет,70%,1,
6687,тверь инфекционист,100%,нет,89%,1,
6688,тверь клиника бобрика,90%,нет,57%,0,
6689,психиатр владимир,100%,нет,67%,1,
6690,гематолог владивосток,90%,нет,72%,1,
6691,кардиолог волгодонск,90%,нет,57%,0,
6692,узи почек цена воронеж,90%,нет,98%,1,
6693,сосудистый хирург ярославль,90%,нет,68%,1,
6694,медицинский центр гепато южно сахалинск,80%,да,65%,0,
6695,адлер лор,0%,нет,27%,-1,
6696,анапа хирургический центр,100%,нет,49%,0,
6697,ангарск дерматолог,100%,нет,71%,1,
6698,ангарск брида,80%,нет,57%,0,
6699,хирург астрахань,100%,нет,72%,1,
6700,брюховецкая црб,0%,нет,2%,-1,
6701,про докторов чебоксары,80%,нет,49%,0,
6702,мой доктор чита новобульварная,90%,нет,56%,0,
6703,проктолог дзержинск,100%,нет,95%,1,
6704,электросталь пушкина 3 поликлиника,90%,нет,56%,0,
6705,здоровье медцентр феодосия,0%,нет,20%,-1,
6706,невролог взрослый иркутск,100%,нет,61%,0,
6707,женская консультация калининград,100%,нет,76%,1,
6708,педиатр казань детский,100%,нет,57%,0,
6709,венеролог казань,100%,нет,66%,1,
6710,реацентр кемерово,100%,нет,50%,0,
6711,стоматология кемерово детская,90%,нет,80%,1,
6712,терапевт кострома,100%,нет,65%,0,
6713,ковров гастроэнтеролог,80%,да,88%,1,
6714,гепатолог краснодар,100%,нет,74%,1,
6715,женская консультация на шевченко красноярск,90%,нет,56%,0,
6716,сурдолог красноярск,80%,нет,52%,0,
6717,аллерголог курск детский,100%,нет,73%,1,
6718,детская поликлиника на чумаковской курск,100%,нет,0%,-1,
6719,майкоп роддом,70%,нет,39%,0,
6720,женская консультация 5 поликлиника,60%,да,35%,0,
6721,институт психиатрии в москве,70%,нет,63%,0,
6722,бубновский отзывы пациентов,60%,да,0%,-1,
6723,лор врач москва,100%,нет,57%,0,
6724,крылов олег евгеньевич,0%,нет,12%,-1,
6725,апаев александр вячеславович,0%,нет,2%,-1,
6726,муром узи,90%,нет,72%,1,
6727,стоматология 1 набережные челны детская,0%,нет,0%,-1,
6728,давыдова наталия офтальмолог,0%,нет,11%,-1,
6729,инимед нальчик,70%,нет,32%,-1,
6730,новороссийск психиатр,100%,нет,77%,1,
6731,маммография в новосибирске,10%,нет,58%,0,
6732,шоферская комиссия в омске адреса и цены,90%,нет,50%,0,
6733,мрт в подольске адреса и цены,100%,нет,97%,1,
6734,педиатр подольск,100%,нет,93%,1,
6735,прокопьевск медицинская практика,100%,нет,50%,0,
6736,лор детский ростов на дону,100%,нет,63%,0,
6737,эндокринолог гинеколог ростов на дону,100%,нет,57%,0,
6738,узи специалист ростов на дону,90%,нет,64%,0,
6739,рязань нейрохирург,70%,нет,51%,0,
6740,фрейм 4 самара,50%,нет,35%,0,
6741,3 детская поликлиника саратов,60%,нет,35%,0,
6742,севастополь остеопат,0%,нет,10%,-1,
6743,щекинская районная больница,0%,нет,2%,-1,
6744,ортопед смоленск,80%,нет,51%,0,
6745,терапевт смоленск,90%,нет,70%,1,
6746,мадина евгеньевна беликова,0%,нет,0%,-1,
6747,глазная клиника в ставрополе,40%,нет,28%,-1,
6748,ортопед сургут,90%,нет,58%,0,
6749,строитель поликлиника тамбов,50%,нет,35%,0,
6750,челюстно лицевой хирург уфа,100%,нет,88%,1,
6751,невролог воскресенск,100%,нет,89%,1,
6752,волкова екатерина гинеколог отзывы,0%,нет,1%,-1,
6753,маммолог зеленоград,0%,нет,39%,0,
6754,вайт клиник анапа,70%,нет,42%,0,
6755,детский ортодонт брянск,70%,нет,58%,0,
6756,дерматолог чебоксары детский,90%,нет,57%,0,
6757,кардиологический центр чебоксары,70%,нет,50%,0,
6758,гинеколог чехов,80%,нет,95%,1,
6759,инфекционист челябинск,100%,нет,66%,1,
6760,домодедово гинеколог,90%,нет,83%,1,
6761,онколог екатеринбург,90%,нет,58%,0,
6762,гатчина гинеколог,100%,нет,74%,1,
6763,ханты мансийск кожно венерологический диспансер,80%,нет,0%,-1,
6764,остеопат ижевск,90%,нет,43%,0,
6765,мама центр киров,80%,нет,42%,0,
6766,киржач здоровье,90%,нет,0%,-1,
6767,поликлиника мжк краснодар,80%,нет,59%,0,
6768,клиника на мате залки,0%,нет,10%,-1,
6769,красноярск чистка зубов,90%,нет,71%,1,
6770,детская поликлиника 37,78%,да,0%,-1,
6771,дгб 19,40%,да,21%,-1,
6772,городская клиническая больница no 6,80%,да,36%,0,
6773,18 больница на мичуринском,75%,да,0%,-1,
6774,роддом 4 москва отзывы,90%,нет,21%,-1,
6775,газарова стоматология,60%,да,25%,-1,
6776,детская больница 15,44%,да,0%,-1,
6777,гамма нож отзывы,0%,нет,0%,-1,
6778,больница коммунарка фото,0%,нет,2%,-1,
6779,врач дерматолог онколог,70%,да,66%,1,
6780,хирург стоматолог имплантолог,80%,да,42%,0,
6781,пионерская стоматология,100%,нет,73%,1,
6782,невролог авиценна,10%,да,50%,0,
6783,кардиолог нефтекамск,100%,нет,80%,1,
6784,новокузнецк невролог взрослый,100%,нет,63%,0,
6785,новомосковск кожный диспансер,70%,нет,49%,0,
6786,новоклиник новосибирск,70%,нет,50%,0,
6787,омск неврология для всех,40%,нет,37%,0,
6788,узи саренко оренбург,50%,нет,28%,-1,
6789,сакара в орле,0%,нет,15%,-1,
6790,стоматология прайм первоуральск,100%,нет,58%,0,
6791,ростов на дону пнд,90%,нет,49%,0,
6792,авеню комарова ростов на дону,90%,нет,73%,1,
6793,дерматолог сергиев посад,100%,нет,73%,1,
6794,врачи ваш доктор шахты,0%,нет,26%,-1,
6795,флюорография спб приморский район,90%,нет,65%,0,
6796,поликлиника 89 пушкин,0%,нет,9%,-1,
6797,больница стерлитамак,90%,нет,56%,0,
6798,невролог сыктывкар,80%,нет,57%,0,
6799,гематолог томск,100%,нет,75%,1,
6800,детский нейропсихолог тюмень,90%,нет,56%,0,
6801,гастроэнтеролог уфа взрослый,100%,нет,65%,0,
6802,узи специалист ульяновск,100%,нет,65%,0,
6803,пульмонолог владивосток,100%,нет,64%,0,
6804,терапевт вологда,100%,нет,77%,1,
6805,денталь а воронеж отзывы пешестрелецкая,80%,нет,35%,0,
6806,4 поликлиника воронеж платные услуги,50%,нет,89%,1,
6807,белая ворона воронеж,80%,нет,59%,0,
6808,уролог ярославль детский,80%,нет,81%,1,
6809,йошкар ола стоматология на советской,100%,нет,68%,1,
6810,психотерапевт йошкар ола,90%,нет,69%,1,
6811,ваш доктор павлино,0%,нет,18%,-1,
6812,эндокринолог архангельск,90%,нет,66%,1,
6813,белгород детский психиатр,100%,нет,95%,1,
6814,перинатальный центр белгород официальный сайт,80%,нет,49%,0,
6815,дерматолог благовещенск,90%,нет,73%,1,
6816,череповец ревматолог,100%,нет,94%,1,
6817,женская консультация димитровград,80%,нет,49%,0,
6818,ижевск мрт головы цены,90%,нет,99%,1,
6819,мануальный терапевт калуга,100%,нет,57%,0,
6820,нео казань,80%,нет,0%,-1,
6821,клиника надежда клин,100%,нет,50%,0,
6822,женская консультация 1 комсомольск на амуре,90%,нет,56%,0,
6823,кож вен диспансер краснодар,80%,нет,56%,0,
6824,репродуктолог краснодар,100%,нет,72%,1,
6825,славити клиника липецк,70%,нет,45%,0,
6826,уролог в махачкале,100%,нет,82%,1,
6827,доктор гастроэнтеролог,100%,да,68%,1,
