#,Поисковый запрос,"Локализация, %",Геозависимость,"Коммерциализация, %",Коммерция код,%коомерции 
5611,отель grand way sky dorf,0%,нет,74%,1,
5612,ozon village приэльбрусье,10%,да,33%,-1,
5613,алтай туры цены из москвы,100%,нет,96%,1,
5614,билеты домбай,0%,нет,74%,1,
5615,поездка на домбай,0%,нет,25%,-1,
5616,библио глобус без перелета,0%,нет,46%,0,
5617,горящие туры в дагестан,90%,нет,92%,1,
5618,карелия отдых 2023,100%,нет,73%,1,
5619,адлер библио глобус,0%,нет,91%,1,
5620,отдых летом в россии недорого,20%,да,41%,0,
5621,тур на соловки,80%,да,91%,1,
5622,отдых в тайланде в октябре,0%,нет,31%,-1,
5623,путевки в паттайю,10%,да,96%,1,
5624,пегас туристик турагентство,40%,да,35%,0,
5625,турция всё включено цены 2023,90%,да,68%,1,
5626,турция все включено 2023 цены,90%,да,86%,1,
5627,олюдениз турция туры,0%,нет,93%,1,
5628,туристический портал,0%,нет,20%,-1,
5629,без цен ялта,0%,нет,11%,-1,
5630,1001тур ру,13%,да,29%,-1,
5631,путевка в абхазию цена,10%,да,98%,1,
5632,отдых с детьми в абхазии,0%,нет,29%,-1,
5633,тур в баку из москвы,40%,нет,71%,1,
5634,полеты в египет,0%,нет,23%,-1,
5635,билет в египет цена,60%,да,95%,1,
5636,st tropez,0%,нет,0%,-1,
5637,греция санторини туры,80%,да,97%,1,
5638,горящие путевки за границу,80%,да,95%,1,
5639,москва минеральные,100%,нет,98%,1,
5640,анекс тур для агентств официальный сайт,10%,да,43%,0,
5641,туи туроператор официальный сайт санкт петербург,10%,нет,32%,-1,
5642,фан энд сан туроператор поиск тура,20%,да,42%,0,
5643,тюи,0%,нет,0%,-1,
5644,гоа индия отдых цена,0%,нет,89%,1,
5645,дубай язык,0%,нет,0%,-1,
5646,оаэ чем омывается,0%,нет,3%,-1,
5647,курорт вьетнам,10%,да,17%,-1,
5648,канада москва,100%,нет,71%,1,
5649,катар туризм,0%,нет,7%,-1,
5650,отдых черногория 2023 цены,50%,да,69%,1,
5651,три пальмы адлер,0%,нет,44%,0,
5652,grand way haveli,0%,нет,45%,0,
5653,гостиницы краснодар возле парка галицкого,100%,нет,64%,0,
5654,свис отель красный холм,90%,нет,69%,1,
5655,отель бута варшавское шоссе,90%,да,50%,0,
5656,купить тур в санкт петербург,100%,нет,66%,1,
5657,туры на новый год из москвы по россии,80%,нет,87%,1,
5658,северная осетия отдых цены,0%,нет,38%,0,
5659,туры в осетию из москвы,40%,нет,54%,0,
5660,санаторий эльтон цены на путевки,0%,нет,88%,1,
5661,москва байкал поезд цена,90%,нет,40%,0,
5662,стоимость тура в тайланд,10%,да,91%,1,
5663,туры в тайланд из минска,100%,нет,100%,1,
5664,гранд птк,50%,да,22%,-1,
5665,online express ru,0%,нет,39%,0,
5666,русь тур официальный,20%,да,31%,-1,
5667,корал тревел турция,30%,да,68%,1,
5668,стоимость путевки в турцию на 10 дней все включено,20%,да,90%,1,
5669,каппадокия москва авиабилеты,90%,нет,92%,1,
5670,туры в турцию на июль,0%,нет,88%,1,
5671,мармарис отели 5 звезд все включено 1 линия цены,10%,да,40%,0,
5672,турция шанлыурфа,0%,нет,0%,-1,
5673,москва юар,100%,нет,71%,1,
5674,москва тур нижний новгород официальный сайт,60%,нет,0%,-1,
5675,теплице,0%,нет,25%,-1,
5676,китайские курорты,0%,нет,16%,-1,
5677,кайо гильермо куба,0%,нет,11%,-1,
5678,туры на кипр из москвы 2023 с авиаперелетом,90%,нет,100%,1,
5679,кипр в феврале,0%,нет,11%,-1,
5680,доминиканская республика туры,80%,да,96%,1,
5681,путевки 2023 горящие,90%,да,100%,1,
5682,чиптревел туры из москвы,50%,нет,23%,-1,
5683,туров гостиница,0%,нет,37%,0,
5684,добрый тур,40%,да,23%,-1,
5685,библио глобус билеты на самолет,20%,да,67%,1,
5686,курс валют библио глобус,0%,нет,15%,-1,
5687,где расположены мальдивы,70%,да,21%,-1,
5688,туризм турция,0%,нет,8%,-1,
5689,италия равелло,0%,нет,3%,-1,
5690,туры в катар из москвы с перелетом,20%,нет,91%,1,
5691,куала лумпур малайзия пляжный отдых,30%,да,24%,-1,
5692,атолл баа,0%,нет,32%,-1,
5693,путевки в черногорию,10%,да,61%,0,
5694,отдых в филиппинах,40%,да,40%,0,
5695,глобус база отдыха,10%,да,39%,0,
5696,азимут волга астрахань,100%,нет,43%,0,
5697,эльбер,0%,нет,26%,-1,
5698,атмосфера ривьера сочи,90%,нет,60%,0,
5699,алтай туры цены,100%,нет,98%,1,
5700,туры в адлер с перелетом из москвы,20%,нет,83%,1,
5701,красная поляна апартаменты библио глобус,0%,нет,58%,0,
5702,отдых в сочи сколько стоит,100%,нет,64%,0,
5703,туры с детьми по россии,0%,нет,55%,0,
5704,поездка в питер на 3 дня из москвы цена,50%,нет,85%,1,
5705,горнолыжный отдых,40%,да,16%,-1,
5706,аристоль,0%,нет,14%,-1,
5707,шри ланка отдых с детьми,0%,нет,14%,-1,
5708,тайланд паттайя отдых 2023,0%,нет,28%,-1,
5709,билет в тайланд цена 2023,50%,да,73%,1,
5710,alean туроператор,20%,да,14%,-1,
5711,библио глобус вход для агентств,0%,нет,19%,-1,
5712,ics туроператор отзывы,0%,нет,4%,-1,
5713,isc travel,0%,нет,14%,-1,
5714,7 тур туроператор,20%,да,21%,-1,
5715,гранд экспресс тунис,0%,нет,18%,-1,
5716,ramada plaza sultanahmet,0%,нет,9%,-1,
5717,балыкесир турция,0%,нет,8%,-1,
5718,сиде турция отели 5 звезд все включено,0%,нет,39%,0,
5719,кызылот турция,0%,нет,10%,-1,
5720,лара анталия,0%,нет,13%,-1,
5721,экскурсия памуккале цена,10%,да,68%,1,
5722,турвизор подбор туров,10%,да,16%,-1,
5723,xnxx com tailan,0%,нет,0%,-1,
5724,питиус абхазия,0%,нет,15%,-1,
5725,курорт в китае хайнань,30%,да,23%,-1,
5726,истрия полуостров,0%,нет,0%,-1,
5727,кредит на отдых,0%,нет,79%,1,
5728,отдых в египте в апреле,0%,нет,46%,0,
5729,тур на ледоколе,0%,нет,29%,-1,
5730,куршевель отель,0%,нет,37%,0,
5731,поездка в париж,0%,нет,42%,0,
5732,hot tour,30%,да,26%,-1,
5733,туры путешествия,10%,да,63%,0,
5734,anex tour поиск тура,40%,да,76%,1,
5735,интурист туроператор поиск тура,10%,да,44%,0,
5736,оаэ сколько эмиратов в составе,0%,нет,0%,-1,
5737,горящие туры в мексику,0%,нет,92%,1,
5738,расельхайм оаэ,0%,нет,32%,-1,
5739,альметьевск турагентство,100%,нет,50%,0,
5740,серпухов турагентство,90%,нет,66%,1,
5741,тольятти турагентства,100%,нет,66%,1,
5742,санаторий бодрость октябрьский цены на 2023 год с лечением,80%,нет,88%,1,
5743,лайнер отель химки,100%,нет,52%,0,
5744,отель олива,60%,да,37%,0,
5745,отель квадро,100%,да,67%,1,
5746,погода руза фэмили парк,100%,нет,0%,-1,
5747,базилевс отель санкт петербург,90%,нет,52%,0,
5748,отель регина мамадыш,60%,нет,45%,0,
5749,экскурсии из москвы по россии,90%,нет,94%,1,
5750,туры в архангельск,80%,нет,84%,1,
5751,туры по россии из москвы на 3 4 дня,90%,нет,96%,1,
5752,путевки в анапу все включено,100%,нет,82%,1,
5753,горящие туры в крым,100%,нет,100%,1,
5754,тур в карелию из москвы на 5 дней с проживанием и питанием из москвы стоимость,100%,нет,88%,1,
5755,россия тур новороссийск официальный сайт,90%,нет,24%,-1,
5756,путевка в сочи на 10 дней цена с перелетом,100%,нет,95%,1,
5757,железнодорожные туры,80%,нет,55%,0,
5758,тенерифе отдых,0%,нет,38%,0,
5759,metadee elite,20%,да,14%,-1,
5760,зинзибар,0%,нет,0%,-1,
5761,российские туроператоры,10%,да,21%,-1,
5762,amigos туроператор,20%,да,12%,-1,
5763,джет тревел,20%,да,22%,-1,
5764,пегас туристик москва,50%,нет,50%,0,
5765,армас каплан кемер,0%,нет,18%,-1,
5766,квинс парк,0%,нет,5%,-1,
5767,купить путевку в турцию горящую,30%,да,93%,1,
5768,туры в белек,0%,нет,91%,1,
5769,много тревел туроператор,30%,да,15%,-1,
5770,поиск туров по всем туроператорам официальный сайт,10%,да,46%,0,
5771,гк рф 845,0%,нет,0%,-1,
5772,отдых в белоруссии с детьми,0%,нет,44%,0,
5773,отдых в бразилии,0%,нет,45%,0,
5774,сколько стоит поехать в китай,0%,нет,23%,-1,
5775,куба кайо гильермо,10%,да,14%,-1,
5776,отель риксос египет шарм эль шейх цены,10%,да,50%,0,
5777,тез тур подбор тура из минска в египет,50%,нет,72%,1,
5778,египет в октябре 2023,10%,да,39%,0,
5779,греция отдых на море,30%,да,34%,-1,
5780,туры по цене перелета от vandrouki,60%,да,43%,0,
5781,ален тур,40%,да,34%,-1,
5782,анекс тур туроператор санкт петербург официальный сайт,70%,нет,68%,1,
5783,официальный сайт anex tour,20%,да,25%,-1,
5784,корэл,30%,да,42%,0,
5785,горячие туры из минска,90%,нет,96%,1,
5786,отдых на бали 2023,0%,нет,42%,0,
5787,где находится город сухум,0%,нет,1%,-1,
5788,сколько эмиратов в составе оаэ,0%,нет,0%,-1,
5789,магазины белек,0%,нет,13%,-1,
5790,монтекатини,0%,нет,0%,-1,
5791,купить тур в эмираты,0%,нет,91%,1,
5792,путевки из москвы в дубай,20%,нет,92%,1,
5793,выходные в дубае,0%,нет,7%,-1,
5794,армавир турагентство,70%,нет,41%,0,
5795,сочи парк отель адлер цены,100%,нет,85%,1,
5796,сочи парк отель купить,100%,нет,99%,1,
5797,отель вершина красная поляна,0%,нет,22%,-1,
5798,союз истра семейный,100%,нет,36%,0,
5799,казань отели все включено с бассейном,100%,нет,60%,0,
5800,отели сочи все включено цены,100%,нет,72%,1,
5801,отдых в крыму сколько стоит,100%,нет,82%,1,
5802,минеральные воды в апреле,0%,нет,0%,-1,
5803,путевка на сейшелы,90%,да,99%,1,
5804,la roca village,0%,нет,0%,-1,
5805,сколько стоит отдохнуть в тайланде,0%,нет,67%,1,
5806,купить горящую путевку в тайланд,10%,да,93%,1,
5807,турция бельдиби отель бельпинар,0%,нет,13%,-1,
5808,анталия отели 5 звезд,10%,да,43%,0,
5809,пегас туристик туры в турцию,10%,да,65%,0,
5810,купить путевку в стамбул,10%,да,91%,1,
5811,испарта турция,0%,нет,19%,-1,
5812,кызылагач турция,0%,нет,9%,-1,
5813,туры в лондон,20%,да,98%,1,
5814,отдых ташкент,0%,нет,28%,-1,
5815,купить тур во вьетнам из москвы,90%,нет,68%,1,
5816,дешевые туры за границу без визы,60%,да,55%,0,
5817,onlinetours официальный сайт,20%,да,29%,-1,
5818,абхазия отдых 2023 цены все включено,30%,да,66%,1,
5819,отдых в абхазии сколько стоит,0%,нет,41%,0,
5820,баеу,0%,нет,6%,-1,
5821,мичуринский проспект 27,90%,да,0%,-1,
5822,кредит на путешествие,0%,нет,93%,1,
5823,дешевые туры на кубу,90%,да,98%,1,
5824,кипр айанапа,0%,нет,9%,-1,
5825,перелет москва шарм эль шейх,100%,нет,71%,1,
5826,тур визор ру горящие,60%,да,37%,0,
5827,банк горящих путевок официальный сайт,80%,да,52%,0,
5828,горящие туры вк,0%,нет,33%,-1,
5829,анекс тур официальный туроператор подбор тура,40%,да,56%,0,
5830,корал тревел официальный сайт в москве,50%,нет,28%,-1,
5831,путевки на море все включено,60%,да,67%,1,
5832,тур в индию цена с перелетом,0%,нет,93%,1,
5833,отели бали нуса дуа,0%,нет,35%,0,
5834,отдых бали 2023 цены,60%,да,83%,1,
5835,куба где лучше отдыхать,20%,да,8%,-1,
5836,мальдивские острова где,80%,нет,0%,-1,
5837,мальдивы климат,60%,да,0%,-1,
5838,аджман на карте оаэ,0%,нет,7%,-1,
5839,фуджейра город,0%,нет,0%,-1,
5840,фуджейра молл магазины,0%,нет,16%,-1,
5841,шарджа город что посмотреть,0%,нет,18%,-1,
5842,карибы путевка цена,30%,да,90%,1,
5843,стоимость путевки на мальдивы,60%,да,99%,1,
5844,дешево отдохнуть,0%,нет,56%,0,
5845,кисловодск нарзан вест,100%,нет,66%,1,
5846,апарт отель artstudio moskovsky,40%,да,37%,0,
5847,куда поехать на 3 дня,70%,да,48%,0,
5848,отдых на черном море все включено цены с питанием,10%,да,82%,1,
5849,гостиница 4 звезды санкт петербург,90%,нет,61%,0,
5850,экскурсии из москвы в суздаль,100%,нет,84%,1,
5851,тур во владивосток из москвы,90%,нет,67%,1,
5852,выходные в подмосковье недорого,30%,да,48%,0,
5853,сколько стоит слетать в тайланд,0%,нет,63%,0,
5854,тайланд районг,0%,нет,6%,-1,
5855,ко куд тайланд,0%,нет,0%,-1,
5856,занзибар нунгви,10%,да,7%,-1,
5857,тт трэвел официальный сайт,20%,да,29%,-1,
5858,травелата купить тур турция,50%,да,59%,0,
5859,отдых в кемере,0%,нет,34%,-1,
5860,москва каппадокия,80%,нет,50%,0,
5861,кизилот,0%,нет,19%,-1,
5862,отель 100,10%,да,22%,-1,
5863,ехать быстро личный кабинет,0%,нет,19%,-1,
5864,абхазия дом отдыха питиус,0%,нет,26%,-1,
5865,абхазия гагра отдых 2023 цены на берегу моря,0%,нет,68%,1,
5866,китен,0%,нет,15%,-1,
5867,тур в гуанчжоу из москвы,10%,нет,93%,1,
5868,бодрум мармарис,0%,нет,15%,-1,
5869,горящие путевки в египет все включено,10%,да,69%,1,
5870,купить тур в египет из минска,100%,нет,68%,1,
5871,круиз на ледоколе на северный полюс цена,0%,нет,43%,0,
5872,онлайн путевки,0%,нет,86%,1,
5873,база горящих туров,90%,да,100%,1,
5874,анекс тур поиск официальный,40%,да,56%,0,
5875,анекс тур официальный санкт петербург поиск тура,50%,нет,44%,0,
5876,турфирма библио глобус,30%,да,40%,0,
5877,горящие путевки тверь,80%,нет,69%,1,
5878,пегас поиск тура онлайн,10%,да,52%,0,
5879,поиск тура санмар официальный сайт,0%,нет,37%,0,
5880,тез тур минск официальный сайт,0%,нет,14%,-1,
5881,объединенные арабские,0%,нет,0%,-1,
5882,в какой стране находится город стамбул,0%,нет,14%,-1,
5883,турция истамбул,0%,нет,8%,-1,
5884,turkey istanbul,0%,нет,0%,-1,
5885,туры в тель авив,0%,нет,77%,1,
5886,червиния,0%,нет,18%,-1,
5887,мальдивы все включено,60%,да,57%,0,
5888,новая зеландия москва,90%,нет,96%,1,
5889,отели дубая 5 звезд с собственным пляжем все включено,0%,нет,18%,-1,
5890,оаэ в апреле,0%,нет,18%,-1,
5891,фито отель лаванда,0%,нет,25%,-1,
5892,чайка новая,50%,да,28%,-1,
5893,покровка 25 нижний новгород,100%,нет,59%,0,
5894,lorren апарт отель сочи,100%,нет,49%,0,
5895,тур на байкал купить,80%,да,75%,1,
5896,экскурсионные туры в дагестан,100%,нет,66%,1,
5897,куда поехать на три дня из москвы,80%,нет,27%,-1,
5898,казань туры экскурсионные из москвы,100%,нет,84%,1,
5899,поиск туров по россии,40%,да,72%,1,
5900,отдых в калининграде 2023,100%,нет,34%,-1,
5901,турпоездка в санкт петербург,100%,нет,93%,1,
5902,туры в карелию из москвы на 5 дней на поезде с проживанием,100%,нет,87%,1,
5903,билеты на сейшелы из москвы,100%,нет,71%,1,
5904,москва сейшелы перелет,90%,нет,71%,1,
5905,аликанта,0%,нет,8%,-1,
5906,танзания туры цены,0%,нет,96%,1,
5907,onetouch travel,20%,да,15%,-1,
5908,space travel ru,0%,нет,14%,-1,
5909,горящие туры из москвы в тунис,0%,нет,81%,1,
5910,туры в турцию онлайнтурс,0%,нет,58%,0,
5911,бельдиби турция курорт,0%,нет,2%,-1,
5912,погода в конаклы турция на 10 дней,0%,нет,0%,-1,
5913,туры в турцию в сентябре,0%,нет,88%,1,
5914,путевка в турцию из москвы цена,0%,нет,94%,1,
5915,дешевые путевки в турцию,10%,да,99%,1,
5916,горнолыжные курорты турции 2023,0%,нет,13%,-1,
5917,купить тур в венесуэлу,10%,да,61%,0,
5918,сколько стоит поездка в сеул,0%,нет,45%,0,
5919,путевочка,30%,да,34%,-1,
5920,отель папа дом абхазия гудаута,0%,нет,34%,-1,
5921,абхазия отели 5 звезд,0%,нет,62%,0,
5922,армения озеро севан отдых цены,0%,нет,73%,1,
5923,тур выходного дня по беларуси,50%,да,72%,1,
5924,стоимость путевки в китай,10%,да,93%,1,
5925,путевки на хайнань,80%,да,98%,1,
5926,фортуна тц медведково,60%,да,38%,0,
5927,фуджейра или рас аль хайма что лучше,0%,нет,11%,-1,
5928,поиск туров в египет,0%,нет,50%,0,
5929,горящие туры телеграмм,10%,да,38%,0,
5930,корэл тревел официальный,10%,да,21%,-1,
5931,корал подбор тура,30%,да,50%,0,
5932,5 звездочный отель,90%,да,59%,0,
5933,гудаута город,0%,нет,0%,-1,
5934,абхазия сухум что посмотреть,10%,да,0%,-1,
5935,эмираты названия,0%,нет,0%,-1,
5936,в оаэ какой язык,0%,нет,0%,-1,
5937,фуджейра море,0%,нет,0%,-1,
5938,какая погода на пхукете,0%,нет,0%,-1,
5939,holiday inn express алматы,0%,нет,19%,-1,
5940,сколько стоит полететь на мальдивы,40%,да,66%,1,
5941,остров маврикий туры цены,70%,нет,93%,1,
5942,рас эль хайма купить тур,90%,да,92%,1,
5943,адлеркурорт санаторий цены,0%,нет,93%,1,
5944,юнион грозный отель,100%,нет,58%,0,
5945,iq hotel казань,100%,нет,29%,-1,
5946,отель поляна 1389 цены 2023,10%,да,92%,1,
5947,шелтерс тульская,0%,нет,49%,0,
5948,санаторий радуга сочи цены на 2023,90%,нет,99%,1,
5949,сколько стоит билет на байкал,0%,нет,41%,0,
5950,куда съездить на 3 дня,0%,нет,26%,-1,
5951,яндекс путешествия адлер,0%,нет,63%,0,
5952,красная поляна в феврале,0%,нет,11%,-1,
5953,отдых черноморское крым,40%,нет,77%,1,
5954,экскурсия в питер на 3 дня из москвы цена,50%,нет,76%,1,
5955,парк отель ярбург прибрежный,0%,нет,14%,-1,
5956,спа отель бенедикт зеленоград,0%,нет,23%,-1,
5957,испания отдых на море 2023 цены,80%,да,84%,1,
5958,купить путевку в тайланд все включено,0%,нет,53%,0,
5959,в тайланд в сентябре,0%,нет,27%,-1,
5960,кендва занзибар,0%,нет,5%,-1,
5961,туроператор пакс отзывы,40%,да,11%,-1,
5962,panteon ru,0%,нет,16%,-1,
5963,горячая линия пегас туристик,40%,да,28%,-1,
5964,купить путевку в тунис,0%,нет,85%,1,
5965,туры в тунис в 2023,10%,да,100%,1,
5966,москва турция купить билет,100%,нет,95%,1,
5967,анталья отели все включено,20%,да,64%,0,
5968,москва кемер,100%,нет,90%,1,
5969,узбекистан отдых на море,30%,да,44%,0,
5970,туризм южная корея,0%,нет,0%,-1,
5971,турсканер,0%,нет,23%,-1,
5972,рица тур официальный,30%,да,28%,-1,
5973,папа дом абхазия отель,0%,нет,23%,-1,
5974,цены в баку,0%,нет,72%,1,
5975,экскурсия в белоруссию,10%,да,52%,0,
5976,тур в белоруссию из москвы на 5 дней на поезде с проживанием,40%,нет,64%,0,
5977,академическая 12,80%,да,50%,0,
5978,горящие туры на кипр,100%,да,92%,1,
5979,купить тур в египет из москвы все включено,0%,нет,93%,1,
5980,отдых в греции 2023 все включено цены с перелетом,0%,нет,91%,1,
5981,турсалес,0%,нет,44%,0,
5982,моя планета горящие туры,50%,да,25%,-1,
5983,путевки купить горящие,100%,да,100%,1,
5984,турмир,0%,нет,7%,-1,
5985,анекс личный кабинет агентства,0%,нет,24%,-1,
5986,koral,10%,да,22%,-1,
5987,подбор тура по всем туроператорам из минска,80%,нет,58%,0,
5988,отели нуса дуа,0%,нет,35%,0,
5989,habana,0%,нет,0%,-1,
5990,в мексике какое море,0%,нет,0%,-1,
5991,тунис на карте где находится какое море,0%,нет,0%,-1,
5992,аэропорт кемер турция,0%,нет,9%,-1,
5993,милан тур,60%,да,53%,0,
5994,иордания москва,90%,нет,95%,1,
5995,тиоман,0%,нет,4%,-1,
5996,тур на мальдивы купить из москвы,100%,нет,100%,1,
5997,мальдивы каафу атолл,40%,да,23%,-1,
5998,перелет дубай,0%,нет,86%,1,
5999,отель фламинго адлер официальный сайт цены на 2023,0%,нет,57%,0,
6000,klever resort алтай,70%,нет,35%,0,
6001,сан марко анапа,100%,нет,65%,0,
6002,азовленд официальный сайт,0%,нет,16%,-1,
6003,marriott краснодар отель,90%,нет,49%,0,
6004,мурманск гостиница ренессанс,70%,нет,50%,0,
6005,арт отель чулково club,0%,нет,8%,-1,
6006,путевка в минеральные воды,0%,нет,97%,1,
6007,улан удэ тур,90%,нет,43%,0,
6008,витязево отдых все включено,0%,нет,54%,0,
6009,пасикуда,0%,нет,15%,-1,
6010,чип тур таиланд пхукет,0%,нет,19%,-1,
6011,пханган таиланд,0%,нет,1%,-1,
6012,thailand phuket,0%,нет,12%,-1,
6013,пхукет в январе,0%,нет,16%,-1,
6014,турфирмы россии,0%,нет,17%,-1,
6015,sunmar туроператор отзывы,0%,нет,1%,-1,
6016,анталия турция путевки 2023 цена,0%,нет,96%,1,
6017,турция алания туры,70%,нет,96%,1,
6018,сиде кызылагач турция,0%,нет,12%,-1,
6019,путевки в турцию без перелета,10%,да,88%,1,
6020,стамбул ноябрь,0%,нет,2%,-1,
6021,сколько стоит путевка во вьетнам,70%,да,96%,1,
6022,туристические туры,30%,да,55%,0,
6023,бангкок по английски,0%,нет,0%,-1,
6024,домашний отдых туроператор официальный сайт москва,60%,нет,22%,-1,
6025,питиус абхазия официальный,0%,нет,22%,-1,
6026,горнолыжные курорты абхазии,0%,нет,10%,-1,
6027,тур в рио де жанейро,0%,нет,96%,1,
6028,белка тц беляево,70%,да,58%,0,
6029,ровинь хорватия,0%,нет,0%,-1,
6030,макади бей погода,0%,нет,0%,-1,
6031,санторина,0%,нет,0%,-1,
6032,anex tour купить,40%,да,93%,1,
6033,турагентство дельфин официальный сайт,20%,да,21%,-1,
6034,о а э,10%,да,16%,-1,
6035,шарджи арабские эмираты,10%,да,9%,-1,
6036,белек где находится,0%,нет,0%,-1,
6037,италия тут,0%,нет,9%,-1,
6038,италия пезаро,0%,нет,0%,-1,
6039,карибские острова туры цены 2023,100%,нет,96%,1,
6040,карибское море отдых,20%,да,29%,-1,
6041,отдых в ливане,10%,да,31%,-1,
6042,мальдивы адлер,0%,нет,26%,-1,
6043,мозамбик цена,10%,да,83%,1,
6044,в абу даби,0%,нет,16%,-1,
6045,горящие туры в эмираты из москвы,0%,нет,93%,1,
6046,отдых в дубае из минска цены 2023,90%,нет,98%,1,
6047,бархатные сезоны сочи карта,60%,нет,40%,0,
6048,две оливы,0%,нет,13%,-1,
6049,янган тау санаторий путевки цены,0%,нет,100%,1,
6050,лооленд отель сочи,80%,нет,48%,0,
6051,гостиница арбат махачкала,90%,нет,60%,0,
6052,махачкала отель 115,80%,нет,57%,0,
6053,анис отель москва,80%,нет,36%,0,
6054,отель сказка азия москва,90%,нет,58%,0,
6055,азия сказка отель,70%,да,51%,0,
6056,руза фэмили эко отель,90%,нет,49%,0,
6057,озон виладж приэльбрусье,10%,да,31%,-1,
6058,тридевятое царство база отдыха псковская,10%,да,14%,-1,
6059,недорого отдых на море краснодарский край,100%,нет,99%,1,
6060,на 3 дня из москвы,80%,нет,68%,1,
6061,экскурсии в плес из москвы,50%,нет,69%,1,
6062,туры из москвы в псков,20%,нет,55%,0,
6063,отели все включено адлер с бассейном,0%,нет,48%,0,
6064,ейск отели все включено,100%,нет,88%,1,
6065,новогодние туры по россии 2023,40%,да,54%,0,
6066,базы отдыха все включено в подмосковье,10%,да,38%,0,
6067,туры в питер на 5 дней с проживанием,90%,нет,92%,1,
6068,тур в хибины,10%,да,34%,-1,
6069,горящие путевки в таиланд,10%,да,93%,1,
6070,паттайя таиланд путевки,0%,нет,94%,1,
6071,занзибар отдых цены с перелетом,60%,да,100%,1,
6072,туристические компании россии,10%,да,7%,-1,
6073,кмп групп,0%,нет,0%,-1,
6074,пегас туристик официальный сайт туроператора москва,30%,нет,28%,-1,
6075,beldibi,0%,нет,18%,-1,
6076,турция фатих,0%,нет,0%,-1,
6077,тур в стамбул на 5 дней,0%,нет,81%,1,
6078,автобус 553 маршрут остановки,80%,да,49%,0,
6079,тур подобрать онлайн,0%,нет,53%,0,
6080,отдых в колумбии,0%,нет,23%,-1,
6081,унаватуна или хиккадува что выбрать,0%,нет,7%,-1,
6082,паттайя ко чанг,0%,нет,20%,-1,
6083,куба цены,70%,да,100%,1,
6084,доминикана туры 2023,70%,да,96%,1,
6085,шарме,20%,да,30%,-1,
6086,тур по цене перелета вандроуки,50%,да,40%,0,
6087,агентство горящих туров,90%,да,65%,0,
6088,анех про,0%,нет,2%,-1,
6089,tui туроператор официальный,0%,нет,24%,-1,
6090,кубинское песо,0%,нет,28%,-1,
6091,куба варадеро что посмотреть,0%,нет,0%,-1,
6092,фуджейра что посмотреть и куда сходить,0%,нет,2%,-1,
6093,белек турция фото,0%,нет,0%,-1,
6094,куда сходить кемер,0%,нет,9%,-1,
6095,мадонна ди кампильо,0%,нет,0%,-1,
6096,раа атолл мальдивы,50%,да,39%,0,
6097,марокко туры 2023 из москвы с перелетом москвы,100%,нет,71%,1,
6098,подбор тура в оаэ,0%,нет,88%,1,
6099,купить путевку в эмираты,0%,нет,91%,1,
6100,oman muscat,0%,нет,0%,-1,
6101,бора бора туры цены,80%,нет,98%,1,
6102,гранд шале алтай отель,80%,нет,35%,0,
6103,город mira resort spa miracleon 5,0%,нет,26%,-1,
6104,гостиница айсберг каспийск,90%,нет,51%,0,
6105,гала бич феодосия отель,0%,нет,47%,0,
6106,отель марва резорт махачкала,80%,нет,43%,0,
6107,гостиница картмазово,30%,да,40%,0,
6108,ботаника апарт отель,90%,да,60%,0,
6109,отель старый город пятигорск,90%,нет,67%,1,
6110,канада хаус,0%,нет,29%,-1,
6111,купить путевку в калининград,100%,нет,82%,1,
6112,калининград отдых туры,100%,нет,100%,1,
6113,сочи травелата,90%,нет,51%,0,
6114,санатории с детьми все включено,20%,да,65%,0,
6115,дельфин лагерь,0%,нет,27%,-1,
6116,сертификат подарочный на путешествие,20%,да,39%,0,
6117,билеты москва таиланд,100%,нет,71%,1,
6118,тур в бангкок,20%,да,91%,1,
6119,инфлот официальный сайт,10%,да,27%,-1,
6120,сайт тез тур туроператор официальный сайт,20%,да,22%,-1,
6121,тройка туроператор,30%,да,36%,0,
6122,погода в турции в белеке,0%,нет,0%,-1,
6123,афьон турция,0%,нет,6%,-1,
6124,путешествие в турцию,10%,да,52%,0,
6125,гюмбет,0%,нет,16%,-1,
6126,отдых на черном море в турции,10%,да,23%,-1,
6127,сколько стоит путевка в турцию на 10 дней,10%,да,92%,1,
6128,каппадокия экскурсия цена,0%,нет,46%,0,
6129,каппадокия экскурсия,0%,нет,37%,0,
6130,путёвка в стамбул цена 2023,20%,да,85%,1,
6131,экскурсии в бухаре,0%,нет,25%,-1,
6132,самарканд туры и цены,50%,да,76%,1,
6133,самарканд в марте,0%,нет,0%,-1,
6134,перелет во вьетнам,70%,да,38%,0,
6135,сколько стоит путевка в абхазию,30%,да,89%,1,
6136,абхазия в сентябре,0%,нет,10%,-1,
6137,andorra la vella,0%,нет,18%,-1,
6138,туры в беларусь 2023 из москвы,20%,нет,45%,0,
6139,чтли,0%,нет,0%,-1,
6140,путевки в китай 2023 цена в рублях,20%,да,100%,1,
6141,турагентство волоколамск,100%,нет,57%,0,
6142,купить билет на кубу,70%,да,71%,1,
6143,кипр туры цены 2023 на двоих,80%,да,100%,1,
6144,турция вопросы туристов,0%,нет,10%,-1,
6145,тур в париж 2023 на двоих цена,0%,нет,83%,1,
6146,грузия отдых на море цены,40%,да,63%,0,
6147,туры из москвы на море,90%,нет,60%,0,
6148,доступные туры москва,50%,нет,25%,-1,
